index	STRING	DESC
10001010	要佩戴裝備窗的臉部裝飾戰鬥裝備。	[????]????  ???? ?? ??
10001011	要佩戴裝備窗的魔法石戰鬥裝備。	[????]???  ???? ?? ??
10001012	要佩戴裝備窗的戒指戰鬥裝備。	[????]??  ???? ?? ??
10001013	要佩戴裝備窗的武器1戰鬥裝備。	[????]??1  ???? ?? ??
10001014	要佩戴裝備窗的盾牌1戰鬥裝備。	[????]??1  ???? ?? ??
10001015	要佩戴裝備窗的武器2戰鬥裝備。	[????]??2  ???? ?? ??
10001016	要佩戴裝備窗的盾牌2戰鬥裝備。	[????]??2  ???? ?? ??
10002017	要佩戴裝備窗的所有服裝裝備。	[????]??  ???? ?? ??
10002001	要佩戴裝備窗的頭部裝飾服裝裝備。	[????]????  ???? ?? ??
10002002	要佩戴裝備窗的眼鏡服裝裝備。	[????]??  ???? ?? ??
10002003	要佩戴裝備窗的耳環服裝裝備。	[????]???  ???? ?? ??
10002004	要穿戴裝備窗的上衣服裝裝備。	[????]??  ???? ?? ??
10002005	要穿戴裝備窗的褲裙服裝裝備。	[????]??  ???? ?? ??
10002006	要穿戴裝備窗的披風服裝裝備。	[????]??  ???? ?? ??
10002007	要穿戴裝備窗的手套服裝裝備。	[????]??  ???? ?? ??
10002008	要穿戴裝備窗的鞋子服裝裝備。	[????]??  ???? ?? ??
10002009	要穿戴裝備窗的襪子服裝裝備。	[????]???  ???? ?? ??
10002010	要佩戴裝備窗的臉部裝飾服裝裝備。	[????]????  ???? ?? ??
10002011	要佩戴裝備窗的魔法石服裝裝備。	[????]???  ???? ?? ??
10002012	要佩戴裝備窗的戒指服裝裝備。	[????]??  ???? ?? ??
10003017	要解除佩戴的裝備窗的所有戰鬥裝備。	[????]??  ???? ?? ?? ??
10003001	要解除佩戴的裝備窗的頭部裝飾戰鬥裝備。	[????]????  ???? ?? ?? ??
10003002	要解除佩戴的裝備窗的眼鏡戰鬥裝備。	[????]??  ???? ?? ?? ??
10003003	要解除佩戴的裝備窗的耳環戰鬥裝備。	[????]???  ???? ?? ?? ??
10003004	要解除穿戴的裝備窗的上衣戰鬥裝備。	[????]??  ???? ?? ?? ??
10003005	要解除穿戴的裝備窗的褲裙戰鬥裝備。	[????]??  ???? ?? ?? ??
10003006	要解除穿戴的裝備窗的披風戰鬥裝備。	[????]??  ???? ?? ?? ??
10003007	要解除穿戴的裝備窗的手套戰鬥裝備。	[????]??  ???? ?? ?? ??
10003008	要解除穿戴的裝備窗的鞋子戰鬥裝備。	[????]??  ???? ?? ?? ??
10003009	要解除穿戴的裝備窗的襪子戰鬥裝備。	[????]???  ???? ?? ?? ??
10003010	要解除佩戴的裝備窗的臉部裝飾戰鬥裝備。	[????]????  ???? ?? ?? ??
10003011	要解除佩戴的裝備窗的魔法石戰鬥裝備。	[????]???  ???? ?? ?? ??
10003012	要解除佩戴的裝備窗的戒指戰鬥裝備。	[????]??  ???? ?? ?? ??
10003013	要解除穿戴的裝備窗的武器1戰鬥裝備。	[????]??1  ???? ?? ?? ??
10003014	要解除佩戴的裝備窗的盾牌1戰鬥裝備。	[????]??1  ???? ?? ?? ??
10003015	要解除佩戴的裝備窗的武器2戰鬥裝備。	[????]??2  ???? ?? ?? ??
10003016	要解除佩戴的裝備窗的盾牌2戰鬥裝備。	[????]??2  ???? ?? ?? ??
10004017	要解除佩戴的裝備窗的所有服裝裝備。	[????]??  ???? ?? ?? ??
10004001	要解除佩戴的裝備窗的頭部裝飾服裝裝備。	[????]????  ???? ?? ?? ??
10004002	要解除佩戴的裝備窗的眼鏡服裝裝備。	[????]??  ???? ?? ?? ??
10004003	要解除佩戴的裝備窗的耳環服裝裝備。	[????]???  ???? ?? ?? ??
10004004	要解除穿戴的裝備窗的上衣服裝裝備。	[????]??  ???? ?? ?? ??
10004005	要解除穿戴的裝備窗的褲裙服裝裝備。	[????]??  ???? ?? ?? ??
10004006	要解除穿戴的裝備窗的披風服裝裝備。	[????]??  ???? ?? ?? ??
10004007	要解除穿戴的裝備窗的手套服裝裝備。	[????]??  ???? ?? ?? ??
10004008	要解除穿戴的裝備窗的鞋子服裝裝備。	[????]??  ???? ?? ?? ??
10004009	要解除穿戴的裝備窗的襪子服裝裝備。	[????]???  ???? ?? ?? ??
10004010	要解除佩戴的裝備窗的臉部裝飾服裝裝備。	[????]????  ???? ?? ?? ??
10004011	要解除佩戴的裝備窗的魔法石服裝裝備。	[????]???  ???? ?? ?? ??
10004012	要解除佩戴的裝備窗的戒指服裝裝備。	[????]??  ???? ?? ?? ??
6000033	龍騎	??? ???? ??? ??? ??/??
6000034	劍聖	??? ???? ??? ??? ??/??
6000035	神騎	??? ???? ??? ??? ??/??
6000036	宗師	??? ???? ??? ??? ??/??
6000037	元素	??? ???? ??? ??? ??/??
6000038	演奏	??? ???? ??? ??? ??/??
6000039	神射	??? ???? ??? ??? ??/??
6000040	狙擊	??? ???? ??? ??? ??/??
6000041	操控	??? ???? ??? ??? ??/??
1204412	需要AP:%d	?? ??. ?? ???? ??
1204413	需要CP:%d	?? ??. ?? ???? ??
1204414	需要DP:%d	?? ??. ?? ???? ??
1204415	需要CAP:%d	?? ??. ?? ???? ??
1204416	需要EP:%d	?? ??. ?? ???? ??
1204417	需要BP:%d	?? ??. ?? ???? ??
1204418	需要最大 AP:%d	?? ??. ?? ???? ??
1204419	需要最大 CP:%d	?? ??. ?? ???? ??
1204420	需要最大 DP:%d	?? ??. ?? ???? ??
1204421	需要最大 CAP:%d	?? ??. ?? ???? ??
1204422	需要最大 EP:%d	?? ??. ?? ???? ??
1204423	需要最大 BP:%d	?? ??. ?? ???? ??
1204424	需要基本最大 AP:%d	?? ??. ?? ???? ??
1204425	需要基本最大 CP:%d	?? ??. ?? ???? ??
1204426	需要基本最大 DP:%d	?? ??. ?? ???? ??
1204427	需要基本最大 CAP:%d	?? ??. ?? ???? ??
1204428	需要基本最大 EP:%d	?? ??. ?? ???? ??
1204429	需要基本最大 BP:%d	?? ??. ?? ???? ??
1210412	升級需要AP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210413	升級需要CP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210414	升級需要DP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210415	升級需要CAP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210416	升級需要EP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210417	升級需要BP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210418	升級需要最大 AP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210419	升級需要最大 CP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210420	升級需要最大 DP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210421	升級需要最大 CAP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210422	升級需要最大 EP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210423	升級需要最大 BP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210424	升級需要基本最大 AP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210425	升級需要基本最大 CP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210426	升級需要基本最大 DP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210427	升級需要基本最大 CAP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210428	升級需要基本最大 EP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1210429	升級需要基本最大 BP:%d	?? ??. ?? ?? ? ?? ?? ??. ????
1211412	AP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211413	CP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211414	DP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211415	CAP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211416	EP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211417	BP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211418	最大 AP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211419	最大 CP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211420	最大 DP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211421	最大 CAP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211422	最大 EP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211423	最大 BP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211424	基本最大 AP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211425	基本最大 CP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211426	基本最大 DP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211427	基本最大 CAP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211428	基本最大 EP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1211429	基本最大 BP:%s	?? ??. ?? ?? ?? ?? ?? ?.
1205412	AP消耗:%d	?? ?. ?? ?? ?? ??
1205413	CP消耗:%d	?? ?. ?? ?? ?? ??
1205414	DP消耗:%d	?? ?. ?? ?? ?? ??
1205415	CAP消耗:%d	?? ?. ?? ?? ?? ??
1205416	EP消耗:%d	?? ?. ?? ?? ?? ??
1205417	BP消耗:%d	?? ?. ?? ?? ?? ??
1221412	限制AP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221413	限制CP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221414	限制DP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221415	限制CAP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221416	限制EP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221417	限制BP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221418	限制最大 AP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221419	限制最大 CP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221420	限制最大 DP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221421	限制最大 CAP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221422	限制最大 EP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221423	限制最大 BP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221424	限制基本最大 AP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221425	限制基本最大 CP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221426	限制基本最大 DP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221427	限制基本最大 CAP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221428	限制基本最大 EP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1221429	限制基本最大 BP:%s	??, ??? ??. ??? ?? ?? ?? ?.
1020430	最大 AP%+d	??? ??? ??.
1020431	最大 CP%+d	??? ??? ??.
1020432	最大 DP%+d	??? ??? ??.
1020433	最大 CAP%+d	??? ??? ??.
1020434	最大 EP%+d	??? ??? ??.
1020435	最大 BP%+d	??? ??? ??.
2000014	小章魚神殿	?? ??? ?? ??. 2000000 + Way Group ID
60000001	稍後猜謎開始。	[??] ?? ??
60000002	要參加猜謎嗎?	[??] ?? ???
60000003	參加猜謎所需[%s]物品。	[??] ?? ?? ??? ??
60000004	在這裡出題。	[??] ?? ?? ?? ??
60000005	參與猜謎過程中不能輸入一般聊天。	[??] ?? ?? ??? ?????
60000006	作為猜謎結束獎勵獲得經驗值 [%d]	[??] ?? ?? ??? ??
60000007	猜謎額外獎勵物品	[??] ?? ??? ?? ?? ??
60000008	猜謎管理人	[??] ?? ??? ?? ?? ????
60000009	猜謎結束額外獎勵獲得[%d]Ely	[??] ?? ??? ?? ??
60000010	猜謎結束額外獎勵獲得經驗值 [%d]	[??] ?? ??? ??? ??
60000011	要結束猜謎嗎？\n中途結束時至今為止的分數會消失。	[??] ????? ??? ???
60000012	在這裡標示查看。	[??] ?? ?? ?? ??
60000013	按照得分高低\n排序。	[??] ?? ?? ?? ??
60000014	是不能參加猜謎的區域。請移動到一般區域。	[??] ???? ?? ??
60000015	主題:	[??] ??
60000016	問題:	[??] ??
60000017	在執行其他行動中不能參加猜謎。	[??] ???? ?? ??
60010001	萌萌彩虹島	[??] ??-??
60010002	語言	[??] ??-??
60010003	廣播.演藝	[??] ??-??
60010004	腦筋急轉彎	[??] ??-??
60010005	數學	[??] ??-??
60010006	運動	[??] ??-??
27000151	退出後%d日內不能加入或創建公會。	?? ?? ??? ??
27000152	退出後%d小時內不能加入或創建公會。	?? ?? ??? ??
27000153	退出後%d分鐘內不能加入或創建公會。	?? ?? ??? ??
27000154	退出後重新加入還剩%d日。	?? ?? ??? ??
27000155	退出後重新加入還剩%d小時。	?? ?? ??? ??
27000156	退出後重新加入還剩%d分鐘。	?? ?? ??? ??
54000001	不能鎖定的物品。	[????] ?? ?? ??? ?? ???
54000002	屬性鎖定的物品不能登記。	[????]?? ?? ??? ? ??? ?? ???
54000003	不能解除的物品不能登記。	[????]?? ??? ?? ??? ??? ?? ???
54000004	解除鎖定裝置前不能使用。	[????]?? ??? ? ???? ?? ? ?? ?? ??? ???
54000005	再登記空間不足。	[????]??, ????? ??? ??? ?? ???
54000006	正在物品上屬性鎖定。	[????]???? ??? ???? ??? ???
54000007	正在解除物品鎖定。	[????]???? ????? ???? ??? ???
54000008	裝備空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000009	設置寵物空間存在鎖定裝置物品，不能刪除角色。	[????] ??? ??? ?? ???
54000010	活動空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000011	消耗空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000012	寵物空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000013	其他空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000014	郵件空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000015	房屋空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000016	佩戴裝備空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000017	設置寵物空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
54000018	解除鎖定的剩餘時間	[????] ??? ???
54000019	%d小時%d分鐘	[????] ??? ???
54000020	設置鎖定	[????] ??? ???
54000021	%d分鐘	
54000022	不足1分鐘	
54000023	寶石插槽空間存在鎖定裝置物品，因此不能刪除角色。	[????] ??? ??? ?? ???
50000013	超過了每日入場次數。	[??] ???? ??? ?????
50000014	在限制時間內完成了任務。	[??] ???? ??? ???
50000015	超過了限制時間，任務失敗。	[??] ???? ??? ???
50000016	進入到任務成功的副本。	[??] ???? ??? ??? ???
50000017	進入到任務失敗的副本。	[??] ???? ??? ??? ???
50000018	副本進入次數被初始化。	[??] ???? ??? ???
17000001	要使用[%s]物品嗎？	[??] ??? ?? ??
17010001	要使用[%s]物品和[%s]物品嗎？	[??] ??? ?? ??
17100001	開到了[%s]物品。要在世界留言欄裡公開角色名嗎？	[??] ?? ?? ??? ??
17110001	開到了[%s]物品%d個。要在世界留言欄裡公開角色名嗎？	[??] ?? ?? ??? ??
17120001	開到了[%d]Ely。要在全部留言欄裡公開角色名嗎？	[??] ?? ?? ??? ??
17200001	[%s]獲得了[%s]從 [%s]物品。	[??] ?? ?? ??? ?????
17210001	[%s]獲得了[%d]個[%s]，從[%s]物品。	[??] ?? ?? ??? ?????
17220001	[%s]獲得了[%s]Ely，從[%d]物品.	[??] ?? ?? ??? ?????
6001008	每日任務只能最多同時進行5個。	[???] ????? ???? ?? ???
6001009	今天不能再完成每日任務。	[???] ????? 1??? ?? ???
6001010	完成每日任務的資訊被初始化。	[???] ????? ??? ?? ???
6001011	隨機任務只能同時進行1個。	[???] ????? ???? ?? ???
6001012	今天不能再完成隨機任務。	[???] ????? 1??? ?? ???
6001013	完成隨機任務的資訊被初始化。	[???] ????? ??? ?? ???
6001014	要更新隨機任務目錄嗎？	[???] ????? ?? ??? ??? ??? ??? ???
6300003	每日任務結束	[???] ???? ?? ??
6300004	隨機任務結束	[???] ???? ?? ??
50000019	進入[%s]，增加了進入次數。	[??] ?? ???? ??? ???
70000002	要初始化所有視窗的位置嗎？	??? ??? ?? ???
70000003	所有視窗的位置被初始化。	??? ??? ?? ???
27000157	屬於在受到公會退出懲罰的角色。	?? ?? ??? ?? (?? ??? ?????)
27000158	%d日後可以創建公會。	?? ?? ??? ?? (?? ??? ?????)
27000159	%d小時後可以創建公會。	?? ?? ??? ?? (?? ??? ?????)
27000160	%d分鐘後可以創建公會。	?? ?? ??? ?? (?? ??? ?????)
27000161	解散後%d日內不能加入或創建公會。	?? ?? ??? ?? (?? ??? ?? ???)
27000162	解散後%d小時內不能加入或創建公會。	?? ?? ??? ?? (?? ??? ?? ???)
27000163	解散後%d分鐘內不能加入或創建公會。	?? ?? ??? ?? (?? ??? ?? ???)
52000117	拍賣所存在物品，不能刪除角色。	[??]??? ??? ??? ??? ??
55000001	經驗值%d%%	[pc?] ???
55000002	物品掉落率%d%%	[pc?] ???
55000003	屬性發生機率%d%%	[pc?] ???
55000004	鑲嵌機率%d%%	[pc?] ???
60010007	常識	[??] ??-??
2000015	虛空解脫	?? ??? ?? ??. 2000000 + Way Group ID
6001015	今天可以完成的每日任務剩%d個。	[???] ????? 1??? ?? ???
6001016	今天可以完成的隨機任務剩%d個。	[???] ????? 1??? ?? ???
20024	魂之勇者	??? ?? ?. ?? ??
20025	劍刃舞者	??? ?? ?. ?? ??
20026	恐懼騎士	??? ?? ?. ?? ??
20027	鬥神	??? ?? ?. ?? ??
20028	幻術師	??? ?? ?. ?? ??
20029	音樂大師	??? ?? ?. ?? ??
20030	忍者	??? ?? ?. ?? ??
20031	審判者	??? ?? ?. ?? ??
20032	改造大師	??? ?? ?. ?? ??
6000042	魂之	??? ???? ??? ??? ??/??
6000043	劍刃	??? ???? ??? ??? ??/??
6000044	恐懼	??? ???? ??? ??? ??/??
6000045	鬥神	??? ???? ??? ??? ??/??
6000046	幻術	??? ???? ??? ??? ??/??
6000047	音樂	??? ???? ??? ??? ??/??
6000048	忍者	??? ???? ??? ??? ??/??
6000049	審判	??? ???? ??? ??? ??/??
6000050	改造	??? ???? ??? ??? ??/??
1206018	螺旋劍	?? ??? ??. ?? ?? ?? ?? ??? ??
1206019	飛燕劍	?? ??? ??. ?? ?? ?? ?? ??? ??
1206020	長拳套	?? ??? ??. ?? ?? ?? ?? ??? ??
1206021	神擊手	?? ??? ??. ?? ?? ?? ?? ??? ??
1206022	音樂指揮棒	?? ??? ??. ?? ?? ?? ?? ??? ??
1206023	盜賊短劍	?? ??? ??. ?? ?? ?? ?? ??? ??
1206024	神槍劍	?? ??? ??. ?? ?? ?? ?? ??? ??
1206025	禦守珠	?? ??? ??. ?? ?? ?? ?? ??? ??
1206026	戰擊拐杖	?? ??? ??. ?? ?? ?? ?? ??? ??
56000001	獲得了%s的%d評價。	[??]
56000002	%s X %d	[??]
56000003	%s 評價開放了。	[??]
56000004	%s評價友好度變更為 %s.	[??]
56000005	當前評價能力值	[??]
56000006	下一個評價能力值	[??]
18000000	請輸入稱號	?? ??
18000001	已登記在其他組隊。	?? ??
18000002	登記在組隊搭配目錄了。	?? ??
18000003	在組隊搭配目錄裡消失了。	?? ??
18000004	非隊長的人不能創建組隊搭配。	?? ??
18000005	不能再創建組隊搭配目錄。	?? ??
18000006	已刪除的組隊目錄。	?? ??
18000007	組隊搭配登記過程中不能委任。	?? ??
18000008	不能再創建組隊。請稍後再試。	?? ??
18000009	對方處於不能接受申請的狀態。	?? ??
18000010	Lv.%d %s (%s)邀請加入組隊。要接受嗎？	?? ??
2000016	艾爾 亞諾樂	?? ??? ?? ??. 2000000 + Way Group ID
2000017	普雷伊奧斯 大陸	?? ??? ?? ??. 2000000 + Way Group ID
9000023	請清空裝備空間的物品後再嘗試。	[?????]
54000024	特殊裝備空間有鎖定裝置物品，不能刪除角色。	[????] ??? ??? ?? ???
4001043	交易時請一定確認交易物品。	????? ???? ? ???
50000020	超過了入場允許人數。	[??] ?? ?? ?? ??? ???
51000045	組隊格鬥人員最多4人。	[PVP] 4? ?? ?? ??? ???? ??? ???
70000004	到下一次轉換可能時間還剩 [%d]分鐘。	[????] ???? ?? ? ??? ?????
80000001	[%s]的圖鑑信息被啟動。	[??] ????? ?? ????
80000002	Lv. ???	[??] ??? ?? ???? ?? ???
80000003	???	[??] ??? HP ???? ?? ???
81000001	Lv 1 - 20	[??] ????? Lv 1 - 20
81000002	Lv 21 - 40	[??] ????? Lv 21 - 40
81000003	Lv 41 - 60	[??] ????? Lv 41 - 60
81000004	Lv 61 - 80	[??] ????? Lv 61 - 80
81000005	Lv 81 - 100	[??] ????? Lv 81 - 100
81000006	Lv 101 - 120	[??] ????? Lv 101 - 120
81000007	Lv 121 - 140	[??] ????? Lv 121 - 140
81000008	Lv 141 - 160	[??] ????? Lv 141 - 160
81000009	Lv 161 - 180	[??] ????? Lv 161 - 180
81000010	Lv 181 - 200	[??] ????? Lv. 181 ~ 200
81000011	Lv 201 - 220	[??] ????? Lv. 201 ~ 220
81000012	Lv 221 - 240	[??] ????? Lv. 221 ~ 240
81000013	Lv 241 - 260	[??] ????? Lv. 241 ~ 260
81000014	Lv 261 - 280	[??] ????? Lv. 261 ~ 280
81000015	Lv 281 - 300	[??] ????? Lv. 281 ~ 300
82000001	地上型	[??] ??? ?? ???
82000002	飛行型	[??] ??? ?? ???
83000001	山林地帶	???? [??] ??? ???
83000002	山林礦場	?? ?? [??] ??? ???
83000003	古木林	???? ? [??] ??? ???
83000004	冥王神殿	??? ?? [??] ??? ???
83000005	廢鐵溪穀 入口	???? ?? [??] ??? ???
83000006	地下洞穴	?? ?? [??] ??? ???
83000007	原野地帶	???? [??] ??? ???
83000008	貝希摩斯肚子	????? ?? [??] ??? ???
83000009	癩蛤蟆 海邊	??? ?? [??] ??? ???
83000010	水晶礦場	?? ?? [??] ??? ???
83000011	蛇龍巢穴	??? ?? [??] ??? ???
83000012	山嶽地帶	???? [??] ??? ???
83000013	地下水路	???? [??] ??? ???
83000014	螞蟻洞穴	?? ?? [??] ??? ???
83000015	年糕 區域	? ? [??] ??? ???
83000016	紅高粱地	?? ??? [??] ??? ???
83000017	阿爾卡笛亞	????? [??] ??? ???
83000018	恐怖村莊	?? ?? [??] ??? ???
83000019	貝斯雪原	??? ?? [??] ??? ???
83000020	雷弗利治雪原	???? ?? [??] ??? ???
83000021	櫻樹湖畔	??? ??? [??] ??? ???
83000022	史波萊諾雪原	???? ?? [??] ??? ???
83000023	癩蛤蟆樹林	??? ? [??] ??? ???
83000024	香格里拉	???? [??] ??? ???
83000025	吉納蒂亞水上庭園	???? ???? [??] ??? ???
83000026	黑月城	??? [??] ??? ???
83000027	黑暗森林	??? ? [??] ??? ???
83000028	沙漠地帶	???? [??] ??? ???
83000029	花溪谷	?? ?? [??] ??? ???
83000030	薩勒斯原野	???? ?? [??] ??? ???
83000031	十六的月	???? ? [??] ??? ???
83000032	金字塔	???? [??] ??? ???
83000033	精靈城	??? [??] ??? ???
83000034	陰森住宅	?? ?? [??] ??? ???
83000035	爬呀爬大樹	???? ?? [??] ??? ???
83000036	現實	?? [??] ??? ???
83000037	奧爾卡海邊	??? ?? [??] ??? ???
83000038	幽靈海盜船	?? ??? [??] ??? ???
83000039	雨林地帶	???? [??] ??? ???
83000040	雨林地帶,克杜卡遺址,克杜卡遺址地下	????, ??? ??, ??? ?? ?? [??] ??? ???
83000041	癩蛤蟆山	???? [??] ??? ???
83000042	山林礦場	?? ?? [??] ??? ???
83000043	活動地圖	???? [??] ??? ???
83000044	哥德房屋	?? ? [??] ??? ???
83000045	奧利佛區域	??? ?? [??] ??? ???
83000046	唉唷唉唷城	???? ? [??] ??? ???
83000047	克杜卡遺址	??? ?? [??] ??? ???
83000048	克杜卡遺址地下	??? ?? ?? [??] ??? ???
83000049	癩蛤蟆洞穴	??? ?? [??] ??? ???
83000050	吉納蒂亞廢墟地區2	???? ????2 [??] ??? ???
83000051	羅馬初級競技場	???? ?? ??? [??] ??? ???
83000052	已冷卻的心臟	???? ?? [??] ??? ???
83000053	春植的隧道	?? ?? [??] ??? ???
83000054	克杜卡遺址	??? ?? [??] ??? ???
83000055	深淵的遺址	??? ?? [??] ??? ???
83000056	春植島	?? ?? [??] ??? ???
83000057	奇邁羅研究所	???? ??? [??] ??? ???
83000058	彭哥列列車	??? ?? [??] ??? ???
83000059	極地迷宮	???? [??] ??? ???
83000060	餅乾公園	?? ?? [??] ??? ???
83000061	癩蛤蟆山谷	??? ??? [??] ??? ???
83000062	癩蛤蟆聚落	??? ?? [??] ??? ???
83000063	金蘭雲系	???? [??] ??? ???
83000064	貓頭鷹城	???? ? [??] ??? ???
83000065	艾爾 亞諾樂平原南部	?????? ?? [??] ??? ???
83000066	飛空艇	???  [??] ??? ???
83000067	春植的領主館	?? ??? [??] ??? ???
83000068	瓦爾哈拉	??? [??] ??? ???
83000069	春植的房間	???? ? [??] ??? ???
83000070	水族館	????? [??] ??? ???
83000071	小章魚神殿	??? ?? [??] ??? ???
83000072	比佛羅斯特	????? [??] ??? ???
83000073	羅馬中級競技場	???? ?? ??? [??] ??? ???
83000074	廢鐵溪穀出口	???? ?? [??] ??? ???
83000075	行車	?? [??] ??? ???
83000076	艾爾 亞諾樂平原西部	?????? ?? [??] ??? ???
83000077	水耕農場	???? [??] ??? ???
83000078	艾爾 亞諾樂平原東部	?????? ?? [??] ??? ???
83000079	兵工廠	??? [??] ??? ???
83000080	D-拉伯	?-?? [??] ??? ???
83000081	白色教堂	????? [??] ??? ???
83000082	地獄之門	???? [??] ??? ???
83000083	黑色石塔	??? [??] ??? ???
83000084	艾爾 亞諾樂平原北部	?????? ?? [??] ??? ???
83000085	不能命名的世界	???? ? ?? ?? [??] ??? ???
83000086	羅馬上級競技場	???? ?? ??? [??] ??? ???
83000087	羅馬高級競技場	???? ???? ??? [??] ??? ???
83000088	艾爾 亞諾樂平原西部山嶽地帶	???? ???? [??] ??? ???
83000089	飛空艇墜落地帶	??? ???? [??] ??? ???
18000011	%s 的組隊	?? ??? ??? ??? ???? ?? ??
18000012	Lv UP 為止 !	?? ??? ?? ?? 1
18000013	侍奉有禮貌的人	?? ??? ?? ?? 2
18000014	不用愛惜藥水!	?? ??? ?? ?? 3
18000015	在這個組隊可以狂練級	?? ??? ?? ?? 4
9007025	不能改變的類型。請詢問服務中心。	??? ???? ???? ?? ???? ??? ??? ??? ???
9007026	出售結束，不能改變。	??? ????? ???? ? ?? n? ???? ??? ??? ?? ??? ?? ???
18010000	戰士	?? ??? ???
18020000	騎士	?? ??? ???
18030000	法師	?? ??? ???
18040000	遊俠	?? ??? ???
18050000	督軍	?? ??? ???
18060000	劍鬥士	?? ??? ???
18070000	聖殿騎士	?? ??? ???
18080000	武術家	?? ??? ???
18090000	魔導士	?? ??? ???
18100000	吟遊詩人	?? ??? ???
18110000	寶藏獵人	?? ??? ???
18120000	神槍手	?? ??? ???
18130000	工程師	?? ??? ???
18140000	機甲師	?? ??? ???
18150000	龍騎兵	?? ??? ???
18160000	劍聖	?? ??? ???
18170000	神騎士	?? ??? ???
18180000	宗師	?? ??? ???
18190000	元素使	?? ??? ???
18200000	演奏家	?? ??? ???
18210000	神射手	?? ??? ???
18220000	狙擊手	?? ??? ???
18230000	操控師	?? ??? ???
18240000	魂之勇者	?? ??? ???
18250000	劍刃舞者	?? ??? ???
18260000	恐懼騎士	?? ??? ???
18270000	鬥神	?? ??? ???
18280000	幻術師	?? ??? ???
18290000	音樂大師	?? ??? ???
18300000	忍者	?? ??? ???
18310000	審判者	?? ??? ???
18320000	改造大師	?? ??? ???
18000017	不能募集比目前隊員數少的隊員	?? ?? ???? ? ?? ?? ????? ?? ? ? 
